date,product_id,product_name,category,sales,units_sold,inventory_level,price
2024-09-08,P002,Smart Watch X,Electronics,4758.93,19,43,250.47
2024-09-09,P002,Smart Watch X,Electronics,3733.5,15,28,248.9
2024-09-10,P002,Smart Watch X,Electronics,3490.76,14,78,249.34
2024-09-11,P002,Smart Watch X,Electronics,3772.95,15,63,251.53
2024-09-12,P002,Smart Watch X,Electronics,3285.1,13,50,252.7
2024-09-13,P002,Smart Watch X,Electronics,3276.13,13,37,252.01
2024-09-14,P002,Smart Watch X,Electronics,4582.62,18,19,254.59
2024-09-15,P002,Smart Watch X,Electronics,4484.16,18,65,249.12
2024-09-16,P002,Smart Watch X,Electronics,3489.22,14,51,249.23
2024-09-17,P002,Smart Watch X,Electronics,3443.3,14,37,245.95
2024-09-18,P002,Smart Watch X,Electronics,2967.84,12,25,247.32
2024-09-19,P002,Smart Watch X,Electronics,3814.05,15,74,254.27
2024-09-20,P002,Smart Watch X,Electronics,3244.41,13,61,249.57
2024-09-21,P002,Smart Watch X,Electronics,4552.02,18,43,252.89
2024-09-22,P002,Smart Watch X,Electronics,4009.44,16,27,250.59
2024-09-23,P002,Smart Watch X,Electronics,3517.36,14,77,251.24
2024-09-24,P002,Smart Watch X,Electronics,3534.86,14,63,252.49
2024-09-25,P002,Smart Watch X,Electronics,2516.8,10,53,251.68
2024-09-26,P002,Smart Watch X,Electronics,3190.33,13,40,245.41
2024-09-27,P002,Smart Watch X,Electronics,3547.88,14,26,253.42
2024-09-28,P002,Smart Watch X,Electronics,4290.29,17,73,252.37
2024-09-29,P002,Smart Watch X,Electronics,5065.6,20,53,253.28
2024-09-30,P002,Smart Watch X,Electronics,3777.75,15,38,251.85
2024-10-01,P002,Smart Watch X,Electronics,3197.87,13,25,245.99
2024-10-02,P002,Smart Watch X,Electronics,3222.44,13,76,247.88
2024-10-03,P002,Smart Watch X,Electronics,3743.25,15,61,249.55
2024-10-04,P002,Smart Watch X,Electronics,3267.81,13,48,251.37
2024-10-05,P002,Smart Watch X,Electronics,4321.91,17,31,254.23
2024-10-06,P002,Smart Watch X,Electronics,4007.68,16,79,250.48
2024-10-07,P002,Smart Watch X,Electronics,2960.28,12,67,246.69
2024-10-08,P002,Smart Watch X,Electronics,2998.8,12,55,249.9
2024-10-09,P002,Smart Watch X,Electronics,2979.12,12,43,248.26
2024-10-10,P002,Smart Watch X,Electronics,2747.58,11,32,249.78
2024-10-11,P002,Smart Watch X,Electronics,2770.79,11,21,251.89
2024-10-12,P002,Smart Watch X,Electronics,4187.95,17,68,246.35
2024-10-13,P002,Smart Watch X,Electronics,3969.76,16,52,248.11
2024-10-14,P002,Smart Watch X,Electronics,3293.42,13,39,253.34
2024-10-15,P002,Smart Watch X,Electronics,2753.08,11,28,250.28
2024-10-16,P002,Smart Watch X,Electronics,3020.04,12,16,251.67
2024-10-17,P002,Smart Watch X,Electronics,3225.43,13,67,248.11
2024-10-18,P002,Smart Watch X,Electronics,2976.0,12,55,248.0
2024-10-19,P002,Smart Watch X,Electronics,4500.72,18,37,250.04
2024-10-20,P002,Smart Watch X,Electronics,4746.96,19,18,249.84
2024-10-21,P002,Smart Watch X,Electronics,2954.52,12,70,246.21
2024-10-22,P002,Smart Watch X,Electronics,2706.33,11,59,246.03
2024-10-23,P002,Smart Watch X,Electronics,3266.38,13,46,251.26
2024-10-24,P002,Smart Watch X,Electronics,2774.53,11,35,252.23
2024-10-25,P002,Smart Watch X,Electronics,3004.32,12,23,250.36
2024-10-26,P002,Smart Watch X,Electronics,4540.14,18,69,252.23
2024-10-27,P002,Smart Watch X,Electronics,3964.16,16,53,247.76
2024-10-28,P002,Smart Watch X,Electronics,2481.9,10,43,248.19
2024-10-29,P002,Smart Watch X,Electronics,2970.24,12,31,247.52
2024-10-30,P002,Smart Watch X,Electronics,3002.16,12,19,250.18
2024-10-31,P002,Smart Watch X,Electronics,2980.44,12,71,248.37
2024-11-01,P002,Smart Watch X,Electronics,3013.08,12,59,251.09
2024-11-02,P002,Smart Watch X,Electronics,3549.28,14,45,253.52
2024-11-03,P002,Smart Watch X,Electronics,3750.6,15,30,250.04
2024-11-04,P002,Smart Watch X,Electronics,3257.41,13,17,250.57
2024-11-05,P002,Smart Watch X,Electronics,3259.23,13,68,250.71
2024-11-06,P002,Smart Watch X,Electronics,2759.79,11,57,250.89
2024-11-07,P002,Smart Watch X,Electronics,2752.86,11,46,250.26
2024-11-08,P002,Smart Watch X,Electronics,2993.64,12,34,249.47
2024-11-09,P002,Smart Watch X,Electronics,3679.35,15,19,245.29
2024-11-10,P002,Smart Watch X,Electronics,3753.3,15,68,250.22
2024-11-11,P002,Smart Watch X,Electronics,2969.04,12,56,247.42
2024-11-12,P002,Smart Watch X,Electronics,3221.66,13,43,247.82
2024-11-13,P002,Smart Watch X,Electronics,3012.72,12,31,251.06
2024-11-14,P002,Smart Watch X,Electronics,2798.73,11,20,254.43
2024-11-15,P002,Smart Watch X,Electronics,2522.9,10,74,252.29
2024-11-16,P002,Smart Watch X,Electronics,3972.96,16,58,248.31
2024-11-17,P002,Smart Watch X,Electronics,4239.12,17,41,249.36
2024-11-18,P002,Smart Watch X,Electronics,3007.68,12,29,250.64
2024-11-19,P002,Smart Watch X,Electronics,2772.22,11,18,252.02
2024-11-20,P002,Smart Watch X,Electronics,4666.78,19,64,245.62
2024-11-21,P002,Smart Watch X,Electronics,4916.6,20,44,245.83
2024-11-22,P002,Smart Watch X,Electronics,5056.2,20,24,252.81
2024-11-23,P002,Smart Watch X,Electronics,5477.12,22,66,248.96
2024-11-24,P002,Smart Watch X,Electronics,5238.45,21,45,249.45
2024-11-25,P002,Smart Watch X,Electronics,4282.98,17,28,251.94
2024-11-26,P002,Smart Watch X,Electronics,5069.6,20,72,253.48
2024-11-27,P002,Smart Watch X,Electronics,4240.99,17,55,249.47
2024-11-28,P002,Smart Watch X,Electronics,3719.7,15,40,247.98
2024-11-29,P002,Smart Watch X,Electronics,4826.57,19,21,254.03
2024-11-30,P002,Smart Watch X,Electronics,5218.71,21,64,248.51
2024-12-01,P002,Smart Watch X,Electronics,3509.66,14,50,250.69
2024-12-02,P002,Smart Watch X,Electronics,2510.5,10,40,251.05
2024-12-03,P002,Smart Watch X,Electronics,2499.5,10,30,249.95
2024-12-04,P002,Smart Watch X,Electronics,2750.11,11,19,250.01
2024-12-05,P002,Smart Watch X,Electronics,2497.2,10,73,249.72
2024-12-06,P002,Smart Watch X,Electronics,2739.77,11,62,249.07
2024-12-07,P002,Smart Watch X,Electronics,3555.86,14,48,253.99
2024-12-08,P002,Smart Watch X,Electronics,3738.75,15,33,249.25
2024-12-09,P002,Smart Watch X,Electronics,2740.76,11,22,249.16
2024-12-10,P002,Smart Watch X,Electronics,3010.92,12,74,250.91
2024-12-11,P002,Smart Watch X,Electronics,2511.1,10,64,251.11
2024-12-12,P002,Smart Watch X,Electronics,2224.53,9,55,247.17
2024-12-13,P002,Smart Watch X,Electronics,2253.15,9,46,250.35
2024-12-14,P002,Smart Watch X,Electronics,4089.12,16,30,255.57
2024-12-15,P002,Smart Watch X,Electronics,3517.36,14,16,251.24
2024-12-16,P002,Smart Watch X,Electronics,2237.67,9,71,248.63
2024-12-17,P002,Smart Watch X,Electronics,2484.4,10,61,248.44
2024-12-18,P002,Smart Watch X,Electronics,2488.1,10,51,248.81
2024-12-19,P002,Smart Watch X,Electronics,2266.74,9,42,251.86
2024-12-20,P002,Smart Watch X,Electronics,4260.03,17,25,250.59
2024-12-21,P002,Smart Watch X,Electronics,7183.01,29,64,247.69
2024-12-22,P002,Smart Watch X,Electronics,4736.32,19,45,249.28
2024-12-23,P002,Smart Watch X,Electronics,5097.8,20,25,254.89
2024-12-24,P002,Smart Watch X,Electronics,4270.91,17,72,251.23
2024-12-25,P002,Smart Watch X,Electronics,4495.14,18,54,249.73
2024-12-26,P002,Smart Watch X,Electronics,5663.29,23,31,246.23
2024-12-27,P002,Smart Watch X,Electronics,4772.04,19,76,251.16
2024-12-28,P002,Smart Watch X,Electronics,6505.98,26,50,250.23
2024-12-29,P002,Smart Watch X,Electronics,6225.25,25,25,249.01
2024-12-30,P002,Smart Watch X,Electronics,4733.47,19,70,249.13
2024-12-31,P002,Smart Watch X,Electronics,4732.33,19,51,249.07
2025-01-01,P002,Smart Watch X,Electronics,2499.2,10,41,249.92
2025-01-02,P002,Smart Watch X,Electronics,2748.46,11,30,249.86
2025-01-03,P002,Smart Watch X,Electronics,2025.12,8,22,253.14
2025-01-04,P002,Smart Watch X,Electronics,2980.32,12,74,248.36
2025-01-05,P002,Smart Watch X,Electronics,3041.16,12,62,253.43
2025-01-06,P002,Smart Watch X,Electronics,2062.64,8,54,257.83
2025-01-07,P002,Smart Watch X,Electronics,2756.05,11,43,250.55
2025-01-08,P002,Smart Watch X,Electronics,2507.0,10,33,250.7
2025-01-09,P002,Smart Watch X,Electronics,2516.0,10,23,251.6
2025-01-10,P002,Smart Watch X,Electronics,2502.1,10,77,250.21
2025-01-11,P002,Smart Watch X,Electronics,3244.93,13,64,249.61
2025-01-12,P002,Smart Watch X,Electronics,3286.66,13,51,252.82
2025-01-13,P002,Smart Watch X,Electronics,2426.4,10,41,242.64
2025-01-14,P002,Smart Watch X,Electronics,2504.8,10,31,250.48
2025-01-15,P002,Smart Watch X,Electronics,2490.2,10,21,249.02
2025-01-16,P002,Smart Watch X,Electronics,2775.96,11,74,252.36
2025-01-17,P002,Smart Watch X,Electronics,2259.09,9,65,251.01
2025-01-18,P002,Smart Watch X,Electronics,2958.48,12,53,246.54
2025-01-19,P002,Smart Watch X,Electronics,3025.8,12,41,252.15
2025-01-20,P002,Smart Watch X,Electronics,2512.7,10,31,251.27
2025-01-21,P002,Smart Watch X,Electronics,2512.8,10,21,251.28
2025-01-22,P002,Smart Watch X,Electronics,2259.63,9,76,251.07
2025-01-23,P002,Smart Watch X,Electronics,2518.8,10,66,251.88
2025-01-24,P002,Smart Watch X,Electronics,2769.36,11,55,251.76
2025-01-25,P002,Smart Watch X,Electronics,3284.71,13,42,252.67
2025-01-26,P002,Smart Watch X,Electronics,3221.27,13,29,247.79
2025-01-27,P002,Smart Watch X,Electronics,2481.3,10,19,248.13
2025-01-28,P002,Smart Watch X,Electronics,2246.67,9,74,249.63
2025-01-29,P002,Smart Watch X,Electronics,2242.98,9,65,249.22
2025-01-30,P002,Smart Watch X,Electronics,2004.16,8,57,250.52
2025-01-31,P002,Smart Watch X,Electronics,2479.5,10,47,247.95
2025-02-01,P002,Smart Watch X,Electronics,3280.29,13,34,252.33
2025-02-02,P002,Smart Watch X,Electronics,2728.88,11,23,248.08
2025-02-03,P002,Smart Watch X,Electronics,2228.76,9,78,247.64
2025-02-04,P002,Smart Watch X,Electronics,2495.1,10,68,249.51
2025-02-05,P002,Smart Watch X,Electronics,2204.82,9,59,244.98
2025-02-06,P002,Smart Watch X,Electronics,2468.9,10,49,246.89
2025-02-07,P002,Smart Watch X,Electronics,2506.8,10,39,250.68
2025-02-08,P002,Smart Watch X,Electronics,3454.08,14,25,246.72
2025-02-09,P002,Smart Watch X,Electronics,2504.5,10,79,250.45
2025-02-10,P002,Smart Watch X,Electronics,2783.99,11,68,253.09
2025-02-11,P002,Smart Watch X,Electronics,2487.6,10,58,248.76
2025-02-12,P002,Smart Watch X,Electronics,2475.6,10,48,247.56
2025-02-13,P002,Smart Watch X,Electronics,2512.5,10,38,251.25
2025-02-14,P002,Smart Watch X,Electronics,2825.79,11,27,256.89
2025-02-15,P002,Smart Watch X,Electronics,3233.36,13,78,248.72
2025-02-16,P002,Smart Watch X,Electronics,3192.41,13,65,245.57
2025-02-17,P002,Smart Watch X,Electronics,2240.73,9,56,248.97
2025-02-18,P002,Smart Watch X,Electronics,2253.33,9,47,250.37
2025-02-19,P002,Smart Watch X,Electronics,2275.11,9,38,252.79
2025-02-20,P002,Smart Watch X,Electronics,2499.7,10,28,249.97
2025-02-21,P002,Smart Watch X,Electronics,2503.8,10,18,250.38
2025-02-22,P002,Smart Watch X,Electronics,3469.48,14,68,247.82
2025-02-23,P002,Smart Watch X,Electronics,2990.76,12,56,249.23
2025-02-24,P002,Smart Watch X,Electronics,2231.46,9,47,247.94
2025-02-25,P002,Smart Watch X,Electronics,2521.8,10,37,252.18
2025-02-26,P002,Smart Watch X,Electronics,2504.7,10,27,250.47
2025-02-27,P002,Smart Watch X,Electronics,2746.15,11,16,249.65
2025-02-28,P002,Smart Watch X,Electronics,2497.3,10,70,249.73
2025-03-01,P002,Smart Watch X,Electronics,3230.89,13,57,248.53
2025-03-02,P002,Smart Watch X,Electronics,2746.15,11,46,249.65
2025-03-03,P002,Smart Watch X,Electronics,2775.41,11,35,252.31
2025-03-04,P002,Smart Watch X,Electronics,2783.88,11,24,253.08
2025-03-05,P002,Smart Watch X,Electronics,2504.8,10,78,250.48
2025-03-06,P002,Smart Watch X,Electronics,2492.0,10,68,249.2
2025-03-07,P002,Smart Watch X,Electronics,2783.0,11,57,253.0
2025-03-08,P002,Smart Watch X,Electronics,3235.18,13,44,248.86
2025-03-09,P002,Smart Watch X,Electronics,3269.37,13,31,251.49
2025-03-10,P002,Smart Watch X,Electronics,2198.25,9,22,244.25
2025-03-11,P002,Smart Watch X,Electronics,2469.4,10,76,246.94
2025-03-12,P002,Smart Watch X,Electronics,2496.2,10,66,249.62
2025-03-13,P002,Smart Watch X,Electronics,2536.2,10,56,253.62
2025-03-14,P002,Smart Watch X,Electronics,2758.14,11,45,250.74
2025-03-15,P002,Smart Watch X,Electronics,3459.96,14,31,247.14
2025-03-16,P002,Smart Watch X,Electronics,3747.0,15,16,249.8
2025-03-17,P002,Smart Watch X,Electronics,2720.41,11,69,247.31
2025-03-18,P002,Smart Watch X,Electronics,2268.27,9,60,252.03
2025-03-19,P002,Smart Watch X,Electronics,2725.03,11,49,247.73
2025-03-20,P002,Smart Watch X,Electronics,2528.0,10,39,252.8
2025-03-21,P002,Smart Watch X,Electronics,2541.0,10,29,254.1
2025-03-22,P002,Smart Watch X,Electronics,3270.67,13,16,251.59
2025-03-23,P002,Smart Watch X,Electronics,3521.0,14,66,251.5
2025-03-24,P002,Smart Watch X,Electronics,2495.8,10,56,249.58
2025-03-25,P002,Smart Watch X,Electronics,2722.28,11,45,247.48
2025-03-26,P002,Smart Watch X,Electronics,2735.81,11,34,248.71
2025-03-27,P002,Smart Watch X,Electronics,2722.5,11,23,247.5
2025-03-28,P002,Smart Watch X,Electronics,2245.59,9,78,249.51
2025-03-29,P002,Smart Watch X,Electronics,4283.15,17,61,251.95
2025-03-30,P002,Smart Watch X,Electronics,3490.62,14,47,249.33
2025-03-31,P002,Smart Watch X,Electronics,2764.96,11,36,251.36
2025-04-01,P002,Smart Watch X,Electronics,2527.8,10,26,252.78
2025-04-02,P002,Smart Watch X,Electronics,3021.48,12,78,251.79
2025-04-03,P002,Smart Watch X,Electronics,2750.44,11,67,250.04
2025-04-04,P002,Smart Watch X,Electronics,3017.64,12,55,251.47
2025-04-05,P002,Smart Watch X,Electronics,3479.84,14,41,248.56
2025-04-06,P002,Smart Watch X,Electronics,3807.9,15,26,253.86
2025-04-07,P002,Smart Watch X,Electronics,2463.2,10,16,246.32
2025-04-08,P002,Smart Watch X,Electronics,2751.32,11,69,250.12
2025-04-09,P002,Smart Watch X,Electronics,2756.6,11,58,250.6
2025-04-10,P002,Smart Watch X,Electronics,2790.81,11,47,253.71
2025-04-11,P002,Smart Watch X,Electronics,2479.2,10,37,247.92
2025-04-12,P002,Smart Watch X,Electronics,3688.2,15,22,245.88
2025-04-13,P002,Smart Watch X,Electronics,3812.1,15,71,254.14
2025-04-14,P002,Smart Watch X,Electronics,3006.84,12,59,250.57
2025-04-15,P002,Smart Watch X,Electronics,2484.5,10,49,248.45
2025-04-16,P002,Smart Watch X,Electronics,2741.2,11,38,249.2
2025-04-17,P002,Smart Watch X,Electronics,3267.94,13,25,251.38
2025-04-18,P002,Smart Watch X,Electronics,2756.71,11,78,250.61
2025-04-19,P002,Smart Watch X,Electronics,4045.44,16,62,252.84
2025-04-20,P002,Smart Watch X,Electronics,4454.1,18,44,247.45
2025-04-21,P002,Smart Watch X,Electronics,2715.35,11,33,246.85
2025-04-22,P002,Smart Watch X,Electronics,3013.92,12,21,251.16
2025-04-23,P002,Smart Watch X,Electronics,3247.4,13,72,249.8
2025-04-24,P002,Smart Watch X,Electronics,3004.44,12,60,250.37
2025-04-25,P002,Smart Watch X,Electronics,2807.31,11,49,255.21
2025-04-26,P002,Smart Watch X,Electronics,3506.3,14,35,250.45
2025-04-27,P002,Smart Watch X,Electronics,4750.19,19,16,250.01
2025-04-28,P002,Smart Watch X,Electronics,2989.2,12,68,249.1
2025-04-29,P002,Smart Watch X,Electronics,3041.04,12,56,253.42
2025-04-30,P002,Smart Watch X,Electronics,2538.2,10,46,253.82
2025-05-01,P002,Smart Watch X,Electronics,2742.52,11,35,249.32
2025-05-02,P002,Smart Watch X,Electronics,3017.52,12,23,251.46
2025-05-03,P002,Smart Watch X,Electronics,3516.1,14,73,251.15
2025-05-04,P002,Smart Watch X,Electronics,4685.02,19,54,246.58
2025-05-05,P002,Smart Watch X,Electronics,3228.42,13,41,248.34
2025-05-06,P002,Smart Watch X,Electronics,3250.52,13,28,250.04
2025-05-07,P002,Smart Watch X,Electronics,3014.52,12,16,251.21
2025-05-08,P002,Smart Watch X,Electronics,3742.65,15,65,249.51
2025-05-09,P002,Smart Watch X,Electronics,3207.88,13,52,246.76
2025-05-10,P002,Smart Watch X,Electronics,3767.55,15,37,251.17
2025-05-11,P002,Smart Watch X,Electronics,4766.72,19,18,250.88
2025-05-12,P002,Smart Watch X,Electronics,2999.88,12,70,249.99
2025-05-13,P002,Smart Watch X,Electronics,3018.0,12,58,251.5
2025-05-14,P002,Smart Watch X,Electronics,3484.04,14,44,248.86
2025-05-15,P002,Smart Watch X,Electronics,3007.8,12,32,250.65
2025-05-16,P002,Smart Watch X,Electronics,3247.66,13,19,249.82
2025-05-17,P002,Smart Watch X,Electronics,4987.4,20,64,249.37
2025-05-18,P002,Smart Watch X,Electronics,4222.29,17,47,248.37
2025-05-19,P002,Smart Watch X,Electronics,3493.56,14,33,249.54
2025-05-20,P002,Smart Watch X,Electronics,3039.48,12,21,253.29
2025-05-21,P002,Smart Watch X,Electronics,3727.35,15,70,248.49
2025-05-22,P002,Smart Watch X,Electronics,2777.61,11,59,252.51
2025-05-23,P002,Smart Watch X,Electronics,3275.61,13,46,251.97
2025-05-24,P002,Smart Watch X,Electronics,3783.3,15,31,252.22
2025-05-25,P002,Smart Watch X,Electronics,4029.12,16,79,251.82
2025-05-26,P002,Smart Watch X,Electronics,3218.93,13,66,247.61
2025-05-27,P002,Smart Watch X,Electronics,3272.23,13,53,251.71
2025-05-28,P002,Smart Watch X,Electronics,3520.3,14,39,251.45
2025-05-29,P002,Smart Watch X,Electronics,3937.28,16,23,246.08
2025-05-30,P002,Smart Watch X,Electronics,3753.75,15,72,250.25
2025-05-31,P002,Smart Watch X,Electronics,4193.22,17,55,246.66
2025-06-01,P002,Smart Watch X,Electronics,4541.22,18,37,252.29
2025-06-02,P002,Smart Watch X,Electronics,3552.78,14,23,253.77
2025-06-03,P002,Smart Watch X,Electronics,2999.52,12,75,249.96
2025-06-04,P002,Smart Watch X,Electronics,3010.8,12,63,250.9
2025-06-05,P002,Smart Watch X,Electronics,3734.1,15,48,248.94
2025-06-06,P002,Smart Watch X,Electronics,2755.39,11,37,250.49
2025-06-07,P002,Smart Watch X,Electronics,4769.0,19,18,251.0
2025-06-08,P002,Smart Watch X,Electronics,4946.2,20,64,247.31
2025-06-09,P002,Smart Watch X,Electronics,3794.55,15,49,252.97
2025-06-10,P002,Smart Watch X,Electronics,3009.48,12,37,250.79
2025-06-11,P002,Smart Watch X,Electronics,3497.06,14,23,249.79
2025-06-12,P002,Smart Watch X,Electronics,3731.55,15,72,248.77
2025-06-13,P002,Smart Watch X,Electronics,3251.04,13,59,250.08
2025-06-14,P002,Smart Watch X,Electronics,4203.76,17,42,247.28
2025-06-15,P002,Smart Watch X,Electronics,4942.4,20,22,247.12
2025-06-16,P002,Smart Watch X,Electronics,3767.25,15,71,251.15
2025-06-17,P002,Smart Watch X,Electronics,2979.6,12,59,248.3
2025-06-18,P002,Smart Watch X,Electronics,3960.64,16,43,247.54
2025-06-19,P002,Smart Watch X,Electronics,3516.1,14,29,251.15
2025-06-20,P002,Smart Watch X,Electronics,3740.4,15,78,249.36
2025-06-21,P002,Smart Watch X,Electronics,4563.9,18,60,253.55
2025-06-22,P002,Smart Watch X,Electronics,5553.68,22,38,252.44
2025-06-23,P002,Smart Watch X,Electronics,3719.55,15,23,247.97
2025-06-24,P002,Smart Watch X,Electronics,3518.2,14,73,251.3
2025-06-25,P002,Smart Watch X,Electronics,3802.35,15,58,253.49
2025-06-26,P002,Smart Watch X,Electronics,3693.45,15,43,246.23
2025-06-27,P002,Smart Watch X,Electronics,3959.84,16,27,247.49
2025-06-28,P002,Smart Watch X,Electronics,4761.78,19,72,250.62
2025-06-29,P002,Smart Watch X,Electronics,5670.72,22,50,257.76
2025-06-30,P002,Smart Watch X,Electronics,3742.95,15,35,249.53
2025-07-01,P002,Smart Watch X,Electronics,3783.15,15,20,252.21
2025-07-02,P002,Smart Watch X,Electronics,3562.72,14,70,254.48
2025-07-03,P002,Smart Watch X,Electronics,3768.45,15,55,251.23
2025-07-04,P002,Smart Watch X,Electronics,4016.64,16,39,251.04
2025-07-05,P002,Smart Watch X,Electronics,5217.45,21,18,248.45
2025-07-06,P002,Smart Watch X,Electronics,4697.56,19,64,247.24
2025-07-07,P002,Smart Watch X,Electronics,3779.1,15,49,251.94
2025-07-08,P002,Smart Watch X,Electronics,3812.7,15,34,254.18
2025-07-09,P002,Smart Watch X,Electronics,3774.9,15,19,251.66
2025-07-10,P002,Smart Watch X,Electronics,3486.28,14,69,249.02
2025-07-11,P002,Smart Watch X,Electronics,4033.76,16,53,252.11
2025-07-12,P002,Smart Watch X,Electronics,4746.39,19,34,249.81
2025-07-13,P002,Smart Watch X,Electronics,4234.7,17,17,249.1
2025-07-14,P002,Smart Watch X,Electronics,4022.88,16,65,251.43
2025-07-15,P002,Smart Watch X,Electronics,4001.76,16,49,250.11
2025-07-16,P002,Smart Watch X,Electronics,3725.1,15,34,248.34
2025-07-17,P002,Smart Watch X,Electronics,4016.64,16,18,251.04
2025-07-18,P002,Smart Watch X,Electronics,3978.72,16,66,248.67
2025-07-19,P002,Smart Watch X,Electronics,4043.68,16,50,252.73
2025-07-20,P002,Smart Watch X,Electronics,4708.77,19,31,247.83
2025-07-21,P002,Smart Watch X,Electronics,3984.16,16,79,249.01
2025-07-22,P002,Smart Watch X,Electronics,4024.48,16,63,251.53
2025-07-23,P002,Smart Watch X,Electronics,3945.28,16,47,246.58
2025-07-24,P002,Smart Watch X,Electronics,4260.88,17,30,250.64
2025-07-25,P002,Smart Watch X,Electronics,3755.25,15,79,250.35
2025-07-26,P002,Smart Watch X,Electronics,4267.17,17,62,251.01
2025-07-27,P002,Smart Watch X,Electronics,4438.98,18,44,246.61
2025-07-28,P002,Smart Watch X,Electronics,3286.01,13,31,252.77
2025-07-29,P002,Smart Watch X,Electronics,3553.48,14,17,253.82
2025-07-30,P002,Smart Watch X,Electronics,3685.8,15,66,245.72
2025-07-31,P002,Smart Watch X,Electronics,3543.12,14,52,253.08
2025-08-01,P002,Smart Watch X,Electronics,3729.3,15,37,248.62
2025-08-02,P002,Smart Watch X,Electronics,5024.8,20,17,251.24
2025-08-03,P002,Smart Watch X,Electronics,5579.42,22,64,253.61
2025-08-04,P002,Smart Watch X,Electronics,3700.2,15,49,246.68
2025-08-05,P002,Smart Watch X,Electronics,3759.6,15,34,250.64
2025-08-06,P002,Smart Watch X,Electronics,3466.4,14,20,247.6
2025-08-07,P002,Smart Watch X,Electronics,3997.92,16,68,249.87
2025-08-08,P002,Smart Watch X,Electronics,3721.35,15,53,248.09
2025-08-09,P002,Smart Watch X,Electronics,4953.6,20,33,247.68
2025-08-10,P002,Smart Watch X,Electronics,5304.18,21,76,252.58
2025-08-11,P002,Smart Watch X,Electronics,3219.71,13,63,247.67
2025-08-12,P002,Smart Watch X,Electronics,3228.81,13,50,248.37
2025-08-13,P002,Smart Watch X,Electronics,3695.55,15,35,246.37
2025-08-14,P002,Smart Watch X,Electronics,3464.72,14,21,247.48
2025-08-15,P002,Smart Watch X,Electronics,3752.4,15,70,250.16
2025-08-16,P002,Smart Watch X,Electronics,4758.17,19,51,250.43
2025-08-17,P002,Smart Watch X,Electronics,4736.89,19,32,249.31
2025-08-18,P002,Smart Watch X,Electronics,4306.78,17,79,253.34
2025-08-19,P002,Smart Watch X,Electronics,3528.84,14,65,252.06
2025-08-20,P002,Smart Watch X,Electronics,3953.92,16,49,247.12
2025-08-21,P002,Smart Watch X,Electronics,4061.28,16,33,253.83
2025-08-22,P002,Smart Watch X,Electronics,3467.8,14,19,247.7
2025-08-23,P002,Smart Watch X,Electronics,5264.07,21,64,250.67
2025-08-24,P002,Smart Watch X,Electronics,5267.64,21,43,250.84
2025-08-25,P002,Smart Watch X,Electronics,3946.72,16,27,246.67
2025-08-26,P002,Smart Watch X,Electronics,4046.56,16,75,252.91
2025-08-27,P002,Smart Watch X,Electronics,3748.2,15,60,249.88
2025-08-28,P002,Smart Watch X,Electronics,3266.64,13,47,251.28
2025-08-29,P002,Smart Watch X,Electronics,3997.28,16,31,249.83
2025-08-30,P002,Smart Watch X,Electronics,5481.3,22,73,249.15
2025-08-31,P002,Smart Watch X,Electronics,5196.24,21,52,247.44
2025-09-01,P002,Smart Watch X,Electronics,3743.25,15,37,249.55
2025-09-02,P002,Smart Watch X,Electronics,3736.05,15,22,249.07
2025-09-03,P002,Smart Watch X,Electronics,3780.9,15,71,252.06
2025-09-04,P002,Smart Watch X,Electronics,3443.58,14,57,245.97
2025-09-05,P002,Smart Watch X,Electronics,4308.48,17,40,253.44
2025-09-06,P002,Smart Watch X,Electronics,4279.07,17,23,251.71
2025-09-07,P002,Smart Watch X,Electronics,4762.35,19,68,250.65
2025-09-08,P002,Smart Watch X,Electronics,3741.0,15,53,249.4
2025-09-09,P002,Smart Watch X,Electronics,3475.64,14,39,248.26
2025-09-10,P002,Smart Watch X,Electronics,3470.74,14,25,247.91
2025-09-11,P002,Smart Watch X,Electronics,3723.0,15,74,248.2
2025-09-12,P002,Smart Watch X,Electronics,4059.36,16,58,253.71
2025-09-13,P002,Smart Watch X,Electronics,4510.62,18,40,250.59
2025-09-14,P002,Smart Watch X,Electronics,5023.4,20,20,251.17
2025-09-15,P002,Smart Watch X,Electronics,3777.75,15,69,251.85
2025-09-16,P002,Smart Watch X,Electronics,3703.5,15,54,246.9
2025-09-17,P002,Smart Watch X,Electronics,4035.36,16,38,252.21
2025-09-18,P002,Smart Watch X,Electronics,3501.12,14,24,250.08
2025-09-19,P002,Smart Watch X,Electronics,3742.05,15,73,249.47
2025-09-20,P002,Smart Watch X,Electronics,5373.9,21,52,255.9
2025-09-21,P002,Smart Watch X,Electronics,4437.72,18,34,246.54
2025-09-22,P002,Smart Watch X,Electronics,3776.85,15,19,251.79
2025-09-23,P002,Smart Watch X,Electronics,3550.68,14,69,253.62
2025-09-24,P002,Smart Watch X,Electronics,3272.36,13,56,251.72
2025-09-25,P002,Smart Watch X,Electronics,3560.06,14,42,254.29
2025-09-26,P002,Smart Watch X,Electronics,4217.19,17,25,248.07
2025-09-27,P002,Smart Watch X,Electronics,4538.52,18,71,252.14
2025-09-28,P002,Smart Watch X,Electronics,4497.84,18,53,249.88
2025-09-29,P002,Smart Watch X,Electronics,3432.66,14,39,245.19
2025-09-30,P002,Smart Watch X,Electronics,3475.78,14,25,248.27
